Denomination,Year,Monarch,Desc,Variety,Strike Type,Metal,Mintage,,,,,,,,,,,,,,,,,,18
Penny,1937,George VI,Britannia,,Business Strike,Bronze,88896000,,,,,,,,,,,,,,,,,,
Penny,1937,George VI,Britannia,,Proof,Bronze,26000,,,,,,,,,,,,,,,,,,
Penny,1937,George VI,Britannia,,Matte Proof,Bronze,4,,,,,,,,,,,,,,,,,,
Penny,1938,George VI,Britannia,,Business Strike,Bronze,121560000,,,,,,,,,,,,,,,,,,
Penny,1938,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1939,George VI,Britannia,,Business Strike,Bronze,55560000,,,,,,,,,,,,,,,,,,
Penny,1939,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1940,George VI,Britannia,,Business Strike,Bronze,42284000,,,,,,,,,,,,,,,,,,
Penny,1940,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1944,George VI,Britannia,,Business Strike,Bronze,42600000,,,,,,,,,,,,,,,,,,
Penny,1944,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1945,George VI,Britannia,,Business Strike,Bronze,79531000,,,,,,,,,,,,,,,,,,
Penny,1945,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1946,George VI,Britannia,,Business Strike,Bronze,66855999,,,,,,,,,,,,,,,,,,
Penny,1946,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1947,George VI,Britannia,,Business Strike,Bronze,52220000,,,,,,,,,,,,,,,,,,
Penny,1947,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1948,George VI,Britannia,,Business Strike,Bronze,63961000,,,,,,,,,,,,,,,,,,
Penny,1948,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1949,George VI,Britannia,,Business Strike,Bronze,14324000,,,,,,,,,,,,,,,,,,
Penny,1949,George VI,Britannia,,Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1950,George VI,Britannia,,Business Strike,Bronze,240000,,,,,,,,,,,,,,,,,,
Penny,1950,George VI,Britannia,,Proof,Bronze,18000,,,,,,,,,,,,,,,,,,
Penny,1950,George VI,Britannia,,Matte Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1951,George VI,Britannia,,Business Strike,Bronze,120000,,,,,,,,,,,,,,,,,,
Penny,1951,George VI,Britannia,,Proof,Bronze,20000,,,,,,,,,,,,,,,,,,
Penny,1951,George VI,Britannia,,Matte Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1952,George VI,Britannia,,Proof,Bronze,1,,,,,,,,,,,,,,,,,,
Penny,1953,Elizabeth II,Britannia,,Business Strike,Bronze,1308000,,,,,,,,,,,,,,,,,,
Penny,1953,Elizabeth II,Britannia,,Proof,Bronze,40000,,,,,,,,,,,,,,,,,,
Penny,1953,Elizabeth II,Britannia,,Matte Proof,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1954,Elizabeth II,Britannia,,Business Strike,Bronze,1,,,,,,,,,,,,,,,,,,
Penny,1961,Elizabeth II,Britannia,,Business Strike,Bronze,48313000,,,,,,,,,,,,,,,,,,
Penny,1961,Elizabeth II,Britannia,,Business Strike,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1962,Elizabeth II,Britannia,,Business Strike,Bronze,143309000,,,,,,,,,,,,,,,,,,
Penny,1962,Elizabeth II,Britannia,,Business Strike,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1963,Elizabeth II,Britannia,,Business Strike,Bronze,125236000,,,,,,,,,,,,,,,,,,
Penny,1963,Elizabeth II,Britannia,,Business Strike,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1964,Elizabeth II,Britannia,,Business Strike,Bronze,153294000,,,,,,,,,,,,,,,,,,
Penny,1964,Elizabeth II,Britannia,,Business Strike,Bronze,,,,,,,,,,,,,,,,,,,
Penny,1965,Elizabeth II,Britannia,,Business Strike,Bronze,121310000,,,,,,,,,,,,,,,,,,
Penny,1966,Elizabeth II,Britannia,,Business Strike,Bronze,165739000,,,,,,,,,,,,,,,,,,
Penny,1967,Elizabeth II,Britannia,,Business Strike,Bronze,654564000,,,,,,,,,,,,,,,,,,
Penny,1970,Elizabeth II,Britannia,,Proof,Bronze,750000,,,,,,,,,,,,,,,,,,
Threepence,1834,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1898,Victoria,Oak Wreath,,Business Strike,.925 Silver,6100000,,,,,,,,,,,,,,,,,,
Threepence,1899,Victoria,Oak Wreath,,Prooflike,.925 Silver,8976,,,,,,,,,,,,,,,,,,
Threepence,1900,Victoria,Oak Wreath,,Business Strike,.925 Silver,8287000,,,,,,,,,,,,,,,,,,
Threepence,1902,Edward VII,Oak Wreath,,Prooflike,.925 Silver,8976,,,,,,,,,,,,,,,,,,
Threepence,1902,Edward VII,Oak Wreath,,Matte Proof,.925 Silver,15000,,,,,,,,,,,,,,,,,,
Threepence,1903,Edward VII,Oak Wreath,,Business Strike,.925 Silver,5235000,,,,,,,,,,,,,,,,,,
Threepence,1903,Edward VII,Oak Wreath,,Prooflike,.925 Silver,8976,,,,,,,,,,,,,,,,,,
Threepence,1904,Edward VII,Oak Wreath,Old 3,Business Strike,.925 Silver,3630000,,,,,,,,,,,,,,,,,,
Threepence,1904,Edward VII,Oak Wreath,,Prooflike,.925 Silver,8876,,,,,,,,,,,,,,,,,,
Threepence,1904,Edward VII,Oak Wreath,New 3,Business Strike,.925 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Threepence,1905,Edward VII,Oak Wreath,,Business Strike,.925 Silver,3563000,,,,,,,,,,,,,,,,,,
Threepence,1905,Edward VII,Oak Wreath,,Prooflike,.925 Silver,8976,,,,,,,,,,,,,,,,,,
Threepence,1906,Edward VII,Oak Wreath,,Business Strike,.925 Silver,3174000,,,,,,,,,,,,,,,,,,
Threepence,1906,Edward VII,Oak Wreath,,Prooflike,.925 Silver,8800,,,,,,,,,,,,,,,,,,
Threepence,1907,Edward VII,Oak Wreath,,Business Strike,.925 Silver,4847000,,,,,,,,,,,,,,,,,,
Threepence,1907,Edward VII,Oak Wreath,,Prooflike,.925 Silver,11000,,,,,,,,,,,,,,,,,,
Threepence,1908,Edward VII,Oak Wreath,,Business Strike,.925 Silver,8176000,,,,,,,,,,,,,,,,,,
Threepence,1908,Edward VII,Oak Wreath,,Prooflike,.925 Silver,8760,,,,,,,,,,,,,,,,,,
Threepence,1909,Edward VII,Oak Wreath,,Business Strike,.925 Silver,4054999,,,,,,,,,,,,,,,,,,
Threepence,1909,Edward VII,Oak Wreath,,Prooflike,.925 Silver,1983,,,,,,,,,,,,,,,,,,
Threepence,1910,Edward VII,Oak Wreath,,Business Strike,.925 Silver,4565000,,,,,,,,,,,,,,,,,,
Threepence,1910,Edward VII,Oak Wreath,,Prooflike,.925 Silver,1140,,,,,,,,,,,,,,,,,,
Threepence,1911,George V,Oak Wreath,,Business Strike,.925 Silver,5843000,,,,,,,,,,,,,,,,,,
Threepence,1911,George V,Oak Wreath,,Prooflike,.925 Silver,1991,,,,,,,,,,,,,,,,,,
Threepence,1911,George V,Oak Wreath,,Proof,.925 Silver,6007,,,,,,,,,,,,,,,,,,
Threepence,1912,George V,Oak Wreath,,Business Strike,.925 Silver,8934000,,,,,,,,,,,,,,,,,,
Threepence,1912,George V,Oak Wreath,,Prooflike,.925 Silver,1246,,,,,,,,,,,,,,,,,,
Threepence,1913,George V,Oak Wreath,,Business Strike,.925 Silver,7144000,,,,,,,,,,,,,,,,,,
Threepence,1913,George V,Oak Wreath,,Prooflike,.925 Silver,1228,,,,,,,,,,,,,,,,,,
Threepence,1914,George V,Oak Wreath,,Business Strike,.925 Silver,6735000,,,,,,,,,,,,,,,,,,
Threepence,1914,George V,Oak Wreath,,Prooflike,.925 Silver,982,,,,,,,,,,,,,,,,,,
Threepence,1915,George V,Oak Wreath,,Business Strike,.925 Silver,5452000,,,,,,,,,,,,,,,,,,
Threepence,1915,George V,Oak Wreath,,Prooflike,.925 Silver,1293,,,,,,,,,,,,,,,,,,
Threepence,1916,George V,Oak Wreath,,Business Strike,.925 Silver,18556000,,,,,,,,,,,,,,,,,,
Threepence,1916,George V,Oak Wreath,,Prooflike,.925 Silver,1128,,,,,,,,,,,,,,,,,,
Threepence,1917,George V,Oak Wreath,,Business Strike,.925 Silver,21664000,,,,,,,,,,,,,,,,,,
Threepence,1917,George V,Oak Wreath,,Prooflike,.925 Silver,1237,,,,,,,,,,,,,,,,,,
Threepence,1918,George V,Oak Wreath,,Business Strike,.925 Silver,20632000,,,,,,,,,,,,,,,,,,
Threepence,1918,George V,Oak Wreath,,Prooflike,.925 Silver,1375,,,,,,,,,,,,,,,,,,
Threepence,1919,George V,Oak Wreath,,Business Strike,.925 Silver,16846000,,,,,,,,,,,,,,,,,,
Threepence,1919,George V,Oak Wreath,,Prooflike,.925 Silver,1258,,,,,,,,,,,,,,,,,,
Threepence,1920,George V,Oak Wreath,,Business Strike,.925 Silver,16704999,,,,,,,,,,,,,,,,,,
Threepence,1920,George V,Oak Wreath,,Prooflike,.925 Silver,1399,,,,,,,,,,,,,,,,,,
Threepence,1920,George V,Oak Wreath,,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Threepence,1921,George V,Oak Wreath,,Business Strike,.500 Silver,8751000,,,,,,,,,,,,,,,,,,
Threepence,1921,George V,Oak Wreath,,Prooflike,.500 Silver,1386,,,,,,,,,,,,,,,,,,
Threepence,1922,George V,Oak Wreath,,Business Strike,.500 Silver,7981000,,,,,,,,,,,,,,,,,,
Threepence,1922,George V,Oak Wreath,,Prooflike,.500 Silver,1373,,,,,,,,,,,,,,,,,,
Threepence,1923,George V,Oak Wreath,,Prooflike,.500 Silver,1430,,,,,,,,,,,,,,,,,,
Threepence,1924,George V,Oak Wreath,,Prooflike,.500 Silver,1515,,,,,,,,,,,,,,,,,,
Threepence,1924,George V,Oak Wreath,,Business Strike,.500 Silver,2,,,,,,,,,,,,,,,,,,
Threepence,1925,George V,Oak Wreath,,Business Strike,.500 Silver,3733000,,,,,,,,,,,,,,,,,,
Threepence,1925,George V,Oak Wreath,,Prooflike,.500 Silver,1438,,,,,,,,,,,,,,,,,,
Threepence,1926,George V,Oak Wreath,,Business Strike,.500 Silver,4109000,,,,,,,,,,,,,,,,,,
Threepence,1926,George V,Oak Wreath,,Prooflike,.500 Silver,1504,,,,,,,,,,,,,,,,,,
Threepence,1926,George V,Oak Wreath,Mod Head,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Threepence,1927,George V,3 Acorns,,Proof,.500 Silver,15000,,,,,,,,,,,,,,,,,,
Threepence,1927,George V,3 Acorns,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1927,George V,Oak Wreath,Old Head,Prooflike,.500 Silver,1690,,,,,,,,,,,,,,,,,,
Threepence,1928,George V,3 Acorns,Mod Head,Business Strike,.500 Silver,1302000,,,,,,,,,,,,,,,,,,
Threepence,1928,George V,3 Acorns,Mod Head,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1928,George V,Oak Wreath,Mod Head,Prooflike,.500 Silver,1835,,,,,,,,,,,,,,,,,,
Threepence,1929,George V,Oak Wreath,,Prooflike,.500 Silver,1761,,,,,,,,,,,,,,,,,,
Threepence,1930,George V,3 Acorns,,Business Strike,.500 Silver,1319000,,,,,,,,,,,,,,,,,,
Threepence,1930,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1930,George V,Oak Wreath,,Prooflike,.500 Silver,1948,,,,,,,,,,,,,,,,,,
Threepence,1931,George V,3 Acorns,,Business Strike,.500 Silver,6252000,,,,,,,,,,,,,,,,,,
Threepence,1931,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1931,George V,Oak Wreath,,Prooflike,.500 Silver,1818,,,,,,,,,,,,,,,,,,
Threepence,1932,George V,3 Acorns,,Business Strike,.500 Silver,5887000,,,,,,,,,,,,,,,,,,
Threepence,1932,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1932,George V,Oak Wreath,,Prooflike,.500 Silver,2042,,,,,,,,,,,,,,,,,,
Threepence,1933,George V,3 Acorns,,Business Strike,.500 Silver,5579000,,,,,,,,,,,,,,,,,,
Threepence,1933,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1933,George V,Oak Wreath,,Prooflike,.500 Silver,1920,,,,,,,,,,,,,,,,,,
Threepence,1934,George V,3 Acorns,,Business Strike,.500 Silver,7406000,,,,,,,,,,,,,,,,,,
Threepence,1934,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1934,George V,Oak Wreath,,Prooflike,.500 Silver,1887,,,,,,,,,,,,,,,,,,
Threepence,1935,George V,3 Acorns,,Business Strike,.500 Silver,7028000,,,,,,,,,,,,,,,,,,
Threepence,1935,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1935,George V,Oak Wreath,,Prooflike,.500 Silver,2007,,,,,,,,,,,,,,,,,,
Threepence,1936,George V,3 Acorns,,Business Strike,.500 Silver,3239000,,,,,,,,,,,,,,,,,,
Threepence,1936,George V,3 Acorns,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1936,George V,Oak Wreath,,Prooflike,.500 Silver,1307,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,8148000,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Rose on Shield,Silver,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Rose on Shield,Silver,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1351,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Thrift Plant,Brass,Business Strike,Brass,45708000,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Thrift Plant,Brass,Proof,Brass,26000,,,,,,,,,,,,,,,,,,
Threepence,1937,George VI,Thrift Plant,Brass,Matte Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1938,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1351,,,,,,,,,,,,,,,,,,
Threepence,1938,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,6402000,,,,,,,,,,,,,,,,,,
Threepence,1938,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1938,George VI,Thrift Plant,Brass,Business Strike,Brass,14532000,,,,,,,,,,,,,,,,,,
Threepence,1938,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1939,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1234,,,,,,,,,,,,,,,,,,
Threepence,1939,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,1356000,,,,,,,,,,,,,,,,,,
Threepence,1939,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1939,George VI,Thrift Plant,Brass,Business Strike,Brass,5603000,,,,,,,,,,,,,,,,,,
Threepence,1939,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1940,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1290,,,,,,,,,,,,,,,,,,
Threepence,1940,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,7914000,,,,,,,,,,,,,,,,,,
Threepence,1940,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1940,George VI,Thrift Plant,Brass,Business Strike,Brass,12636000,,,,,,,,,,,,,,,,,,
Threepence,1940,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1941,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1253,,,,,,,,,,,,,,,,,,
Threepence,1941,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,7979000,,,,,,,,,,,,,,,,,,
Threepence,1941,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1941,George VI,Thrift Plant,Brass,Business Strike,Brass,60239000,,,,,,,,,,,,,,,,,,
Threepence,1941,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1942,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1325,,,,,,,,,,,,,,,,,,
Threepence,1942,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,4144000,,,,,,,,,,,,,,,,,,
Threepence,1942,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1942,George VI,Thrift Plant,Brass,Business Strike,Brass,103214000,,,,,,,,,,,,,,,,,,
Threepence,1942,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1943,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1335,,,,,,,,,,,,,,,,,,
Threepence,1943,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,1379000,,,,,,,,,,,,,,,,,,
Threepence,1943,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1943,George VI,Thrift Plant,Brass,Business Strike,Brass,101702000,,,,,,,,,,,,,,,,,,
Threepence,1943,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1944,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1345,,,,,,,,,,,,,,,,,,
Threepence,1944,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,2005999,,,,,,,,,,,,,,,,,,
Threepence,1944,George VI,Rose on Shield,Silver,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Threepence,1944,George VI,Thrift Plant,Brass,Business Strike,Brass,69760000,,,,,,,,,,,,,,,,,,
Threepence,1944,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1945,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1355,,,,,,,,,,,,,,,,,,
Threepence,1945,George VI,Rose on Shield,Silver,Business Strike,.500 Silver,1,,,,,,,,,,,,,,,,,,
Threepence,1945,George VI,Thrift Plant,Brass,Business Strike,Brass,33942000,,,,,,,,,,,,,,,,,,
Threepence,1945,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1946,George VI,Oak Wreath,Silver,Prooflike,.500 Silver,1365,,,,,,,,,,,,,,,,,,
Threepence,1946,George VI,Thrift Plant,Brass,Business Strike,Brass,621000,,,,,,,,,,,,,,,,,,
Threepence,1946,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1947,George VI,Oak Wreath,Silver,Prooflike,.925 Silver,1375,,,,,,,,,,,,,,,,,,
Threepence,1948,George VI,Oak Wreath,Silver,Prooflike,.925 Silver,1491,,,,,,,,,,,,,,,,,,
Threepence,1948,George VI,Thrift Plant,Brass,Business Strike,Brass,4230000,,,,,,,,,,,,,,,,,,
Threepence,1948,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1949,George VI,Oak Wreath,Silver,Prooflike,.925 Silver,1395,,,,,,,,,,,,,,,,,,
Threepence,1949,George VI,Thrift Plant,Brass,Business Strike,Brass,464000,,,,,,,,,,,,,,,,,,
Threepence,1949,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1950,George VI,Oak Wreath,Silver,Prooflike,.925 Silver,1405,,,,,,,,,,,,,,,,,,
Threepence,1950,George VI,Thrift Plant,Brass,Business Strike,Brass,1600000,,,,,,,,,,,,,,,,,,
Threepence,1950,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1950,George VI,Thrift Plant,Brass,Matte Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1951,George VI,Oak Wreath,Silver,Prooflike,.925 Silver,1468,,,,,,,,,,,,,,,,,,
Threepence,1951,George VI,Thrift Plant,Brass,Business Strike,Brass,1184000,,,,,,,,,,,,,,,,,,
Threepence,1951,George VI,Thrift Plant,Brass,Proof,Brass,20000,,,,,,,,,,,,,,,,,,
Threepence,1951,George VI,Thrift Plant,Brass,Matte Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1952,George VI,Oak Wreath,Silver,Prooflike,.925 Silver,1012,,,,,,,,,,,,,,,,,,
Threepence,1952,George VI,Thrift Plant,Brass,Business Strike,Brass,25949000,,,,,,,,,,,,,,,,,,
Threepence,1952,George VI,Thrift Plant,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1953,Elizabeth II,Portcullis,Brass,Business Strike,Brass,30618000,,,,,,,,,,,,,,,,,,
Threepence,1953,Elizabeth II,Portcullis,Brass,Proof,Brass,40000,,,,,,,,,,,,,,,,,,
Threepence,1953,Elizabeth II,Portcullis,Brass,Matte Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1953,Elizabeth II,Portcullis,Silver,Prooflike,.925 Silver,1078,,,,,,,,,,,,,,,,,,
Threepence,1954,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1076,,,,,,,,,,,,,,,,,,
Threepence,1954,Elizabeth II,Portcullis,Brass,Business Strike,Brass,41720000,,,,,,,,,,,,,,,,,,
Threepence,1954,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1955,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1082,,,,,,,,,,,,,,,,,,
Threepence,1955,Elizabeth II,Portcullis,Brass,Business Strike,Brass,41075000,,,,,,,,,,,,,,,,,,
Threepence,1955,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1956,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1088,,,,,,,,,,,,,,,,,,
Threepence,1956,Elizabeth II,Portcullis,Brass,Business Strike,Brass,36902000,,,,,,,,,,,,,,,,,,
Threepence,1956,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1957,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1094,,,,,,,,,,,,,,,,,,
Threepence,1957,Elizabeth II,Portcullis,Brass,Business Strike,Brass,24294000,,,,,,,,,,,,,,,,,,
Threepence,1957,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1958,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1100,,,,,,,,,,,,,,,,,,
Threepence,1958,Elizabeth II,Portcullis,Brass,Business Strike,Brass,20504000,,,,,,,,,,,,,,,,,,
Threepence,1958,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1959,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1172,,,,,,,,,,,,,,,,,,
Threepence,1959,Elizabeth II,Portcullis,Brass,Business Strike,Brass,28499000,,,,,,,,,,,,,,,,,,
Threepence,1959,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1960,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1112,,,,,,,,,,,,,,,,,,
Threepence,1960,Elizabeth II,Portcullis,Brass,Business Strike,Brass,83078000,,,,,,,,,,,,,,,,,,
Threepence,1960,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1961,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1118,,,,,,,,,,,,,,,,,,
Threepence,1961,Elizabeth II,Portcullis,Brass,Business Strike,Brass,41102000,,,,,,,,,,,,,,,,,,
Threepence,1961,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1962,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1125,,,,,,,,,,,,,,,,,,
Threepence,1962,Elizabeth II,Portcullis,Brass,Business Strike,Brass,47242000,,,,,,,,,,,,,,,,,,
Threepence,1962,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1963,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1205,,,,,,,,,,,,,,,,,,
Threepence,1963,Elizabeth II,Portcullis,Brass,Business Strike,Brass,35280000,,,,,,,,,,,,,,,,,,
Threepence,1963,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1964,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1213,,,,,,,,,,,,,,,,,,
Threepence,1964,Elizabeth II,Portcullis,Brass,Business Strike,Brass,47440000,,,,,,,,,,,,,,,,,,
Threepence,1964,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1965,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1221,,,,,,,,,,,,,,,,,,
Threepence,1965,Elizabeth II,Portcullis,Brass,Business Strike,Brass,23907000,,,,,,,,,,,,,,,,,,
Threepence,1965,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1966,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1206,,,,,,,,,,,,,,,,,,
Threepence,1966,Elizabeth II,Portcullis,Brass,Business Strike,Brass,55320000,,,,,,,,,,,,,,,,,,
Threepence,1966,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1967,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,986,,,,,,,,,,,,,,,,,,
Threepence,1967,Elizabeth II,Portcullis,Brass,Business Strike,Brass,49000000,,,,,,,,,,,,,,,,,,
Threepence,1967,Elizabeth II,Portcullis,Brass,Proof,Brass,,,,,,,,,,,,,,,,,,,
Threepence,1968,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,964,,,,,,,,,,,,,,,,,,
Threepence,1969,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1088,,,,,,,,,,,,,,,,,,
Threepence,1970,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,980,,,,,,,,,,,,,,,,,,
Threepence,1970,Elizabeth II,Portcullis,Brass,Proof,Brass,750000,,,,,,,,,,,,,,,,,,
Threepence,1971,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1018,,,,,,,,,,,,,,,,,,
Threepence,1972,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1026,,,,,,,,,,,,,,,,,,
Threepence,1973,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1098,,,,,,,,,,,,,,,,,,
Threepence,1974,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1138,,,,,,,,,,,,,,,,,,
Threepence,1975,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1148,,,,,,,,,,,,,,,,,,
Threepence,1976,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1158,,,,,,,,,,,,,,,,,,
Threepence,1977,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1138,,,,,,,,,,,,,,,,,,
Threepence,1978,Elizabeth II,Oak Wreath,Silver,Prooflike,.925 Silver,1178,,,,,,,,,,,,,,,,,,
