Denomination,Year,Monarch,Desc,Variety,Strike Type,Metal,Mintage,,,,,,,,,,,,,,,,,,18
Fourpence,1888,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Fourpence,1901,Victoria,Oak Wreath,,Prooflike,.925 Silver,12000,,,,,,,,,,,,,,,,,,
Fourpence,1902,Edward VII,Oak Wreath,,Prooflike,.925 Silver,10000,,,,,,,,,,,,,,,,,,
Fourpence,1903,Edward VII,Oak Wreath,,Prooflike,.925 Silver,9729,,,,,,,,,,,,,,,,,,
Fourpence,1904,Edward VII,Oak Wreath,,Prooflike,.925 Silver,12000,,,,,,,,,,,,,,,,,,
Fourpence,1905,Edward VII,Oak Wreath,,Prooflike,.925 Silver,11000,,,,,,,,,,,,,,,,,,
Fourpence,1906,Edward VII,Oak Wreath,,Prooflike,.925 Silver,11000,,,,,,,,,,,,,,,,,,
Fourpence,1907,Edward VII,Oak Wreath,,Prooflike,.925 Silver,11000,,,,,,,,,,,,,,,,,,
Fourpence,1908,Edward VII,Oak Wreath,,Prooflike,.925 Silver,9929,,,,,,,,,,,,,,,,,,
Fourpence,1909,Edward VII,Oak Wreath,,Prooflike,.925 Silver,2428,,,,,,,,,,,,,,,,,,
Fourpence,1910,Edward VII,Oak Wreath,,Prooflike,.925 Silver,2755,,,,,,,,,,,,,,,,,,
Fourpence,1911,George V,Oak Wreath,,Prooflike,.925 Silver,1768,,,,,,,,,,,,,,,,,,
Fourpence,1912,George V,Oak Wreath,,Prooflike,.925 Silver,1700,,,,,,,,,,,,,,,,,,
Fourpence,1913,George V,Oak Wreath,,Prooflike,.925 Silver,1798,,,,,,,,,,,,,,,,,,
Fourpence,1914,George V,Oak Wreath,,Prooflike,.925 Silver,1651,,,,,,,,,,,,,,,,,,
Fourpence,1915,George V,Oak Wreath,,Prooflike,.925 Silver,1441,,,,,,,,,,,,,,,,,,
Fourpence,1916,George V,Oak Wreath,,Prooflike,.925 Silver,1499,,,,,,,,,,,,,,,,,,
Fourpence,1917,George V,Oak Wreath,,Prooflike,.925 Silver,1478,,,,,,,,,,,,,,,,,,
Fourpence,1918,George V,Oak Wreath,,Prooflike,.925 Silver,1479,,,,,,,,,,,,,,,,,,
Fourpence,1919,George V,Oak Wreath,,Prooflike,.925 Silver,1524,,,,,,,,,,,,,,,,,,
Fourpence,1920,George V,Oak Wreath,,Prooflike,.925 Silver,1460,,,,,,,,,,,,,,,,,,
Fourpence,1921,George V,Oak Wreath,,Prooflike,.500 Silver,1542,,,,,,,,,,,,,,,,,,
Fourpence,1922,George V,Oak Wreath,,Prooflike,.500 Silver,1609,,,,,,,,,,,,,,,,,,
Fourpence,1923,George V,Oak Wreath,,Prooflike,.500 Silver,1635,,,,,,,,,,,,,,,,,,
Fourpence,1924,George V,Oak Wreath,,Prooflike,.500 Silver,1665,,,,,,,,,,,,,,,,,,
Fourpence,1925,George V,Oak Wreath,,Prooflike,.500 Silver,1786,,,,,,,,,,,,,,,,,,
Fourpence,1926,George V,Oak Wreath,,Prooflike,.500 Silver,1762,,,,,,,,,,,,,,,,,,
Fourpence,1927,George V,Oak Wreath,,Prooflike,.500 Silver,1681,,,,,,,,,,,,,,,,,,
Fourpence,1928,George V,Oak Wreath,,Prooflike,.500 Silver,1642,,,,,,,,,,,,,,,,,,
Fourpence,1929,George V,Oak Wreath,,Prooflike,.500 Silver,1969,,,,,,,,,,,,,,,,,,
Fourpence,1930,George V,Oak Wreath,,Prooflike,.500 Silver,1744,,,,,,,,,,,,,,,,,,
Fourpence,1931,George V,Oak Wreath,,Prooflike,.500 Silver,1915,,,,,,,,,,,,,,,,,,
Fourpence,1932,George V,Oak Wreath,,Prooflike,.500 Silver,1937,,,,,,,,,,,,,,,,,,
Fourpence,1933,George V,Oak Wreath,,Prooflike,.500 Silver,1931,,,,,,,,,,,,,,,,,,
Fourpence,1934,George V,Oak Wreath,,Prooflike,.500 Silver,1893,,,,,,,,,,,,,,,,,,
Fourpence,1935,George V,Oak Wreath,,Prooflike,.500 Silver,1995,,,,,,,,,,,,,,,,,,
Fourpence,1936,George V,Oak Wreath,,Prooflike,.500 Silver,1323,,,,,,,,,,,,,,,,,,
Fourpence,1937,George VI,Oak Wreath,,Prooflike,.500 Silver,1325,,,,,,,,,,,,,,,,,,
Fourpence,1938,George VI,Oak Wreath,,Prooflike,.500 Silver,1424,,,,,,,,,,,,,,,,,,
Fourpence,1939,George VI,Oak Wreath,,Prooflike,.500 Silver,1332,,,,,,,,,,,,,,,,,,
Fourpence,1940,George VI,Oak Wreath,,Prooflike,.500 Silver,1367,,,,,,,,,,,,,,,,,,
Fourpence,1941,George VI,Oak Wreath,,Prooflike,.500 Silver,1345,,,,,,,,,,,,,,,,,,
Fourpence,1942,George VI,Oak Wreath,,Prooflike,.500 Silver,1325,,,,,,,,,,,,,,,,,,
Fourpence,1943,George VI,Oak Wreath,,Prooflike,.500 Silver,1335,,,,,,,,,,,,,,,,,,
Fourpence,1944,George VI,Oak Wreath,,Prooflike,.500 Silver,1345,,,,,,,,,,,,,,,,,,
Fourpence,1945,George VI,Oak Wreath,,Prooflike,.500 Silver,1355,,,,,,,,,,,,,,,,,,
Fourpence,1946,George VI,Oak Wreath,,Prooflike,.500 Silver,1365,,,,,,,,,,,,,,,,,,
Fourpence,1947,George VI,Oak Wreath,,Prooflike,.925 Silver,1375,,,,,,,,,,,,,,,,,,
Fourpence,1948,George VI,Oak Wreath,,Prooflike,.925 Silver,1385,,,,,,,,,,,,,,,,,,
Fourpence,1949,George VI,Oak Wreath,,Prooflike,.925 Silver,1503,,,,,,,,,,,,,,,,,,
Fourpence,1950,George VI,Oak Wreath,,Prooflike,.925 Silver,1515,,,,,,,,,,,,,,,,,,
Fourpence,1951,George VI,Oak Wreath,,Prooflike,.925 Silver,1580,,,,,,,,,,,,,,,,,,
Fourpence,1952,George VI,Oak Wreath,,Prooflike,.925 Silver,1064,,,,,,,,,,,,,,,,,,
Fourpence,1953,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1078,,,,,,,,,,,,,,,,,,
Fourpence,1954,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1076,,,,,,,,,,,,,,,,,,
Fourpence,1955,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1082,,,,,,,,,,,,,,,,,,
Fourpence,1955,Elizabeth II,Oak Wreath,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Fourpence,1956,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1088,,,,,,,,,,,,,,,,,,
Fourpence,1957,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1094,,,,,,,,,,,,,,,,,,
Fourpence,1958,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1100,,,,,,,,,,,,,,,,,,
Fourpence,1959,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1106,,,,,,,,,,,,,,,,,,
Fourpence,1960,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1180,,,,,,,,,,,,,,,,,,
Fourpence,1961,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1118,,,,,,,,,,,,,,,,,,
Fourpence,1962,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1197,,,,,,,,,,,,,,,,,,
Fourpence,1963,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1205,,,,,,,,,,,,,,,,,,
Fourpence,1964,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1213,,,,,,,,,,,,,,,,,,
Fourpence,1965,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1221,,,,,,,,,,,,,,,,,,
Fourpence,1966,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1206,,,,,,,,,,,,,,,,,,
Fourpence,1967,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,986,,,,,,,,,,,,,,,,,,
Fourpence,1968,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,964,,,,,,,,,,,,,,,,,,
Fourpence,1969,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1002,,,,,,,,,,,,,,,,,,
Fourpence,1970,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1068,,,,,,,,,,,,,,,,,,
Fourpence,1971,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1108,,,,,,,,,,,,,,,,,,
Fourpence,1972,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1118,,,,,,,,,,,,,,,,,,
Fourpence,1973,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1098,,,,,,,,,,,,,,,,,,
Fourpence,1974,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1138,,,,,,,,,,,,,,,,,,
Fourpence,1975,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1148,,,,,,,,,,,,,,,,,,
Fourpence,1976,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1158,,,,,,,,,,,,,,,,,,
Fourpence,1977,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1138,,,,,,,,,,,,,,,,,,
Fourpence,1978,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1178,,,,,,,,,,,,,,,,,,
Fourpence,1979,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1188,,,,,,,,,,,,,,,,,,
Fourpence,1980,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1306,,,,,,,,,,,,,,,,,,
Fourpence,1981,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1288,,,,,,,,,,,,,,,,,,
Fourpence,1982,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1330,,,,,,,,,,,,,,,,,,
Fourpence,1983,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1342,,,,,,,,,,,,,,,,,,
Fourpence,1984,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1354,,,,,,,,,,,,,,,,,,
Fourpence,1985,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1366,,,,,,,,,,,,,,,,,,
Fourpence,1986,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1378,,,,,,,,,,,,,,,,,,
Fourpence,1987,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1390,,,,,,,,,,,,,,,,,,
Fourpence,1988,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1402,,,,,,,,,,,,,,,,,,
Fourpence,1989,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1353,,,,,,,,,,,,,,,,,,
Fourpence,1990,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1523,,,,,,,,,,,,,,,,,,
Fourpence,1991,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1514,,,,,,,,,,,,,,,,,,
Fourpence,1992,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1556,,,,,,,,,,,,,,,,,,
Fourpence,1993,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1440,,,,,,,,,,,,,,,,,,
Fourpence,1994,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1433,,,,,,,,,,,,,,,,,,
Fourpence,1995,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1466,,,,,,,,,,,,,,,,,,
Fourpence,1996,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1629,,,,,,,,,,,,,,,,,,
Fourpence,1997,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1786,,,,,,,,,,,,,,,,,,
Fourpence,1998,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1654,,,,,,,,,,,,,,,,,,
Fourpence,1999,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1676,,,,,,,,,,,,,,,,,,
Fourpence,2000,Elizabeth II,Oak Wreath,,Prooflike,.925 Silver,1686,,,,,,,,,,,,,,,,,,
Sixpence,1816,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1817,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1818,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1819,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1820,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1821,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1822,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1823,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1824,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1825,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1826,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1827,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1828,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1829,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1830,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1831,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1832,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1833,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1834,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1835,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1836,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1837,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1838,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1839,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1840,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1841,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1842,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1843,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1844,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1845,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1846,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1847,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1848,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1849,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1850,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1851,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1852,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1853,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1854,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1855,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1856,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1857,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1858,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1859,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1860,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1861,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1862,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1863,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1864,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1865,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1866,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1867,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1868,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1869,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1870,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1871,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1872,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1873,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1874,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1875,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1876,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1877,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1878,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1879,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1880,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1881,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1882,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1883,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1884,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1885,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1886,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1887,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1888,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1889,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1890,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1891,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1892,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1893,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1894,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1895,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1896,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1897,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1898,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1899,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1900,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1901,Victoria,Oak Wreath,,Business Strike,.925 Silver,5109000,,,,,,,,,,,,,,,,,,
Sixpence,1902,Edward VII,Oak Wreath,,Business Strike,.925 Silver,6356000,,,,,,,,,,,,,,,,,,
Sixpence,1902,Edward VII,Oak Wreath,,Matte Proof,.925 Silver,15000,,,,,,,,,,,,,,,,,,
Sixpence,1903,Edward VII,Oak Wreath,,Business Strike,.925 Silver,5411000,,,,,,,,,,,,,,,,,,
Sixpence,1904,Edward VII,Oak Wreath,,Business Strike,.925 Silver,4487000,,,,,,,,,,,,,,,,,,
Sixpence,1905,Edward VII,Oak Wreath,,Business Strike,.925 Silver,4236000,,,,,,,,,,,,,,,,,,
Sixpence,1906,Edward VII,Oak Wreath,,Business Strike,.925 Silver,7641000,,,,,,,,,,,,,,,,,,
Sixpence,1907,Edward VII,Oak Wreath,,Business Strike,.925 Silver,8734000,,,,,,,,,,,,,,,,,,
Sixpence,1908,Edward VII,Oak Wreath,,Business Strike,.925 Silver,6739000,,,,,,,,,,,,,,,,,,
Sixpence,1909,Edward VII,Oak Wreath,,Business Strike,.925 Silver,6584000,,,,,,,,,,,,,,,,,,
Sixpence,1910,Edward VII,Oak Wreath,,Business Strike,.925 Silver,12491000,,,,,,,,,,,,,,,,,,
Sixpence,1911,George V,Lion on Crown,,Business Strike,.925 Silver,9165000,,,,,,,,,,,,,,,,,,
Sixpence,1911,George V,Lion on Crown,,Proof,.925 Silver,6007,,,,,,,,,,,,,,,,,,
Sixpence,1912,George V,Lion on Crown,,Business Strike,.925 Silver,10984000,,,,,,,,,,,,,,,,,,
Sixpence,1913,George V,Lion on Crown,,Business Strike,.925 Silver,7500000,,,,,,,,,,,,,,,,,,
Sixpence,1914,George V,Lion on Crown,,Business Strike,.925 Silver,22715000,,,,,,,,,,,,,,,,,,
Sixpence,1915,George V,Lion on Crown,,Business Strike,.925 Silver,15695000,,,,,,,,,,,,,,,,,,
Sixpence,1916,George V,Lion on Crown,,Business Strike,.925 Silver,22207000,,,,,,,,,,,,,,,,,,
Sixpence,1917,George V,Lion on Crown,,Business Strike,.925 Silver,7725000,,,,,,,,,,,,,,,,,,
Sixpence,1918,George V,Lion on Crown,,Business Strike,.925 Silver,27559000,,,,,,,,,,,,,,,,,,
Sixpence,1919,George V,Lion on Crown,,Business Strike,.925 Silver,13375000,,,,,,,,,,,,,,,,,,
Sixpence,1920,George V,Lion on Crown,.925 Silver,Business Strike,.925 Silver,14136000,,,,,,,,,,,,,,,,,,
Sixpence,1920,George V,Lion on Crown,.500 Silver,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Sixpence,1921,George V,Lion on Crown,,Business Strike,.500 Silver,30340000,,,,,,,,,,,,,,,,,,
Sixpence,1922,George V,Lion on Crown,,Business Strike,.500 Silver,16879000,,,,,,,,,,,,,,,,,,
Sixpence,1923,George V,Lion on Crown,,Business Strike,.500 Silver,6383000,,,,,,,,,,,,,,,,,,
Sixpence,1924,George V,Lion on Crown,,Business Strike,.500 Silver,17444000,,,,,,,,,,,,,,,,,,
Sixpence,1924,George V,Lion on Crown,,Business Strike,.500 Silver,2,,,,,,,,,,,,,,,,,,
Sixpence,1925,George V,Lion on Crown,Narrow Rim,Business Strike,.500 Silver,12721000,,,,,,,,,,,,,,,,,,
Sixpence,1925,George V,Lion on Crown,Wide Rim,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Sixpence,1926,George V,Lion on Crown,,Business Strike,.500 Silver,21810000,,,,,,,,,,,,,,,,,,
Sixpence,1926,George V,Lion on Crown,Mod Head,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Sixpence,1927,George V,Lion on Crown,,Business Strike,.500 Silver,8925000,,,,,,,,,,,,,,,,,,
Sixpence,1927,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1927,George V,Acorns & Leaves,,Proof,.500 Silver,15000,,,,,,,,,,,,,,,,,,
Sixpence,1927,George V,Acorns & Leaves,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1928,George V,Acorns & Leaves,,Business Strike,.500 Silver,23123000,,,,,,,,,,,,,,,,,,
Sixpence,1928,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1929,George V,Acorns & Leaves,,Business Strike,.500 Silver,28319000,,,,,,,,,,,,,,,,,,
Sixpence,1929,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1930,George V,Acorns & Leaves,,Business Strike,.500 Silver,16990000,,,,,,,,,,,,,,,,,,
Sixpence,1930,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1931,George V,Acorns & Leaves,,Business Strike,.500 Silver,16873000,,,,,,,,,,,,,,,,,,
Sixpence,1931,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1932,George V,Acorns & Leaves,,Business Strike,.500 Silver,9406000,,,,,,,,,,,,,,,,,,
Sixpence,1932,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1933,George V,Acorns & Leaves,,Business Strike,.500 Silver,22185000,,,,,,,,,,,,,,,,,,
Sixpence,1933,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1934,George V,Acorns & Leaves,,Business Strike,.500 Silver,9304000,,,,,,,,,,,,,,,,,,
Sixpence,1934,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1935,George V,Acorns & Leaves,,Business Strike,.500 Silver,13996000,,,,,,,,,,,,,,,,,,
Sixpence,1935,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1936,George V,Acorns & Leaves,,Business Strike,.500 Silver,24380000,,,,,,,,,,,,,,,,,,
Sixpence,1936,George V,Acorns & Leaves,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1937,George VI,Cipher,,Business Strike,.500 Silver,22303000,,,,,,,,,,,,,,,,,,
Sixpence,1937,George VI,Cipher,,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
Sixpence,1937,George VI,Cipher,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1938,George VI,Cipher,,Business Strike,.500 Silver,13403000,,,,,,,,,,,,,,,,,,
Sixpence,1938,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1939,George VI,Cipher,,Business Strike,.500 Silver,28670000,,,,,,,,,,,,,,,,,,
Sixpence,1939,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1940,George VI,Cipher,,Business Strike,.500 Silver,20875000,,,,,,,,,,,,,,,,,,
Sixpence,1940,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1941,George VI,Cipher,,Business Strike,.500 Silver,23087000,,,,,,,,,,,,,,,,,,
Sixpence,1941,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1942,George VI,Cipher,,Business Strike,.500 Silver,44943000,,,,,,,,,,,,,,,,,,
Sixpence,1942,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1943,George VI,Cipher,,Business Strike,.500 Silver,46927000,,,,,,,,,,,,,,,,,,
Sixpence,1943,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1944,George VI,Cipher,,Business Strike,.500 Silver,36953000,,,,,,,,,,,,,,,,,,
Sixpence,1944,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
